order_id,customer_id,customer_id,transaction_date,order_date,order_year,order_month,total_amount,quantity,product_id,category,city,state,review_score
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,372e0fc66eacb8698e4f9997d366d961,2018-05-17 16:59:11,2018-05-17,2018,5,82.33,1,aca2eb7d00ea1a7b8ebd4e68314663af,Furniture Decor,sao jose dos campos,SP,5.0
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,cc1a30280651daf2d918ed7868575771,2018-07-29 11:24:17,2018-07-29,2018,7,52.24,1,1deda1acffb44ed38494667d7e49a9f3,Sports Leisure,flores da cunha,RS,5.0
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,12e7a2c201751ddc979e7a45cef500f3,2017-08-09 20:19:05,2017-08-09,2017,8,130.56,1,f35927953ed82e19d06ad3aac2f06353,Books General Interest,sao paulo,SP,5.0
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,b2cac0b16835dabf811b204127f58afa,2018-02-01 14:02:19,2018-02-01,2018,2,52.84,1,304fad8dc4d2012dc4062839972f2d96,Construction Tools Construction,carapicuiba,SP,5.0
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,db979bdfe0bbba29ecd3df3f6c50bea2,2018-06-26 13:42:52,2018-06-26,2018,6,71.91,1,1501b0033c68a37fa9560033a440e529,Small Appliances,paranavai,PR,5.0
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,c77154776ead8e798c2d684205938f71,2018-07-26 14:39:59,2018-07-26,2018,7,151.04,2,f48eb5c2fde13ca63664f0bb05f55346,Sports Leisure,porto alegre,RS,1.0
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,38cad70d154a4dcc42b598d5c01f7ef1,2017-12-15 00:06:10,2017-12-15,2017,12,386.33,1,60184212dae4e6b0da32bf54271a8c4a,Watches Gifts,duque de caxias,RJ,4.0
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,9d9ab3b77f0416765b3fbedf94a942a4,2017-08-31 08:15:24,2017-08-31,2017,8,50.25,1,9ecadb84c81da840dbf3564378b586e9,Furniture Decor,taubate,SP,5.0
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,7cfba6e55439cae3fd2479d62fafe67f,2018-06-11 10:25:52,2018-06-11,2018,6,128.68,1,595fac2a385ac33a80bd5114aec74eb8,Perfumery,rio de janeiro,RJ,5.0
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,f7603d34c795584792a484186233e6e5,2018-06-11 08:18:19,2018-06-11,2018,6,43.46,1,278b3c6462e86b4556b99989513ddf73,Small Appliances,sao paulo,SP,5.0
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,ddf60e20e6e262e2136801ce5cd628b0,2018-03-09 14:50:15,2018-03-09,2018,3,91.68,2,b37b72d5a56f887725c2862184b8cab8,Telephony,aracaju,SE,1.0
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,51838d41add414a0b1b989b7d251d9ee,2017-03-13 18:14:36,2017-03-13,2017,3,99.26,1,ebd7c847c1e1cb69ec374ae0ebee1f4c,Furniture Decor,campinas,SP,1.0
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,c63e44efa43f3947087aee96b388d949,2017-06-13 21:11:26,2017-06-13,2017,6,141.15,1,30469bb5ea377eae7121981e2f0778e4,Sports Leisure,sao paulo,SP,5.0
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,6da92ae920ab16fc4eceb8fcd7bd43ce,2017-11-30 22:02:15,2017-11-30,2017,11,91.66,1,15a9e834e89eab39d973492882c658d6,Bed Bath Table,sao paulo,SP,4.0
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,da45a9a1df408c39f013b9b0b505042c,2018-08-05 13:09:48,2018-08-05,2018,8,53.66,1,4ce99ff9dcb7821acd8e599d5d4a6531,Sports Leisure,brasilia,DF,5.0
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,bf0303939d54b8df5da4762bbaab1955,2017-11-15 11:31:41,2017-11-15,2017,11,317.34,1,12087840651e83b48206b82c213b76fd,Sports Leisure,rio de janeiro,RJ,5.0
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,9c9cef121cb812cb301babddc2d8331e,2018-02-19 20:31:09,2018-02-19,2018,2,43.0,1,89321f94e35fc6d7903d36f74e351d40,Food,uberaba,MG,4.0
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,0e764fc1a13e47e900c3d59a989753e8,2018-04-22 08:48:13,2018-04-22,2018,4,346.09,2,d1c427060a0f73f6b889a5c7c61f2ac4,Computers Accessories,juiz de fora,MG,4.0
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,6a0e43f0d7e1b5539e4c58a26ebe35da,2018-01-07 21:44:54,2018-01-07,2018,1,824.76,2,d457916b4fdc60154ed93b5dd3e6fd69,Construction Tools Construction,boninal,BA,3.0
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,5d710d9a48ebb7fe5ffc2940ff29f346,2018-02-10 13:26:59,2018-02-10,2018,2,39.99,1,3014e35fd70fce29095ced5cdc89f4ce,Telephony,uberlandia,MG,4.0
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,a464f750556546a0989d9326ec003ccf,2018-06-18 16:02:23,2018-06-18,2018,6,392.6,4,a659cb33082b851fb87a33af8f0fff29,Auto,sao paulo,SP,5.0
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,c86a25b8f5f6c203bb3471553bdc3200,2018-06-13 13:47:39,2018-06-13,2018,6,55.02,1,7564c1759c04fc0a38f2aa84f7a370ee,Construction Tools Construction,cosmopolis,SP,5.0
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,3c0402bcc3ec3b33fc4430eb6c08720a,2018-07-15 08:33:19,2018-07-15,2018,7,46.2,1,89321f94e35fc6d7903d36f74e351d40,Food,joinville,SC,3.0
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,31b8fa2573bde01af4737e8ed29c348b,2017-09-13 14:27:11,2017-09-13,2017,9,59.34,1,163e6400e6dadd0fe04775c5e9331fda,Baby,sao paulo,SP,5.0
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,7f2eb9cf900070f2e7a7f0e95719f85b,2018-04-13 08:44:17,2018-04-13,2018,4,209.41,1,e932008cf0ea7c93a077dd8d7e5f49eb,Air Conditioning,paulinia,SP,5.0
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,fa0ee7ceb94193fb02aa78ce3a55695a,2018-02-15 10:33:30,2018-02-15,2018,2,57.0,1,3dd6c9d499e7c311a29e08afe1fd8fc6,Cool Stuff,carapicuiba,SP,4.0
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,32de2a7a93dbfc527b3f584744b9c6ce,2017-02-20 11:45:39,2017-02-20,2017,2,84.56,1,5e2ba75ad255ff60b1c76c5bf526ae9b,Health Beauty,bom jardim de minas,MG,5.0
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,f9effeed3df9ae063a58c0759b96f8b2,2017-04-20 17:15:46,2017-04-20,2017,4,267.8,5,a5a0e71a81ae65aa335e71c06261e260,Housewares,cascavel,PR,1.0
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,a7e7b19ff34ab885f7b7331de2417cf3,2017-09-15 09:19:48,2017-09-15,2017,9,145.66,2,75d6b6963340c6063f7f4cfcccfe6a30,Perfumery,cuiaba,MT,5.0
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,65e5aaf9f721945f29cdba45c206cb83,2018-07-28 16:52:55,2018-07-28,2018,7,37.83,1,7f457254a89d62960399e075711b3deb,Auto,ribeirao preto,SP,5.0
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,5229b8e4d7d2b9b676c2083c17b1ecd0,2017-08-09 18:32:47,2017-08-09,2017,8,234.28,1,69d980b4120a76616d7b237d731d6156,Watches Gifts,portao,RS,1.0
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,a71cac9f356cfeb9db35061020806212,2018-08-26 22:04:34,2018-08-26,2018,8,201.82,2,c3ba4e8d3cb30049213b682e751e9d00,Watches Gifts,sao paulo,SP,4.0
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,bb4d84a2b45b22ed710ac8c0dec63d1a,2017-07-30 03:06:35,2017-07-30,2017,7,27.77,1,154e7e31ebfa092203795c972e5804a6,Health Beauty,poa,SP,3.0
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,2ae3c67452283d5a0d30b32e0d33296e,2017-12-22 00:17:37,2017-12-22,2017,12,59.1,1,ad1128daf194f4b6ac4256e16233497c,Telephony,brasilia,DF,5.0
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,c756e1910755edd88c00ac3f46baba4b,2017-04-06 22:39:29,2017-04-06,2017,4,66.98,1,f497ba62f1d6b4f6a3a3266fa8623ad3,Health Beauty,belo horizonte,MG,5.0
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,04e495a3f45df8b41be2e934bbc16961,2017-05-09 20:48:59,2017-05-09,2017,5,132.26,1,b3be1f83cef05668c25e134852d44545,Bed Bath Table,gravatai,RS,3.0
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,c7a9a76a4b24a7e7b2caff982409b7ee,2017-04-20 20:42:44,2017-04-20,2017,4,63.34,1,f7d7b5c58704fb359a74580622800051,Bed Bath Table,santa luzia,PB,4.0
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,e3bcfea9bab07b492391664fc1ffc28a,2017-10-16 14:56:50,2017-10-16,2017,10,231.12,1,90b58782fdd04cb829667fcc41fb65f5,Office Furniture,antonio cardoso,BA,2.0
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,4754e3b66497719a91b36268ed9c5718,2017-12-08 09:42:43,2017-12-08,2017,12,574.36,1,c827fb43ad0fb8708f34c2911fdc164b,Sports Leisure,tapiratiba,SP,5.0
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,410979f3cfd34e467d4fad78bd0f0219,2017-08-26 16:53:30,2017-08-26,2017,8,29.92,1,22f5b63060a1185e5ec7721efd622321,Bed Bath Table,irineopolis,SC,5.0
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,cd148470c375939669971e8a032b16b4,2018-02-27 12:55:42,2018-02-27,2018,2,409.79,1,9d2ff462feaaf88912539b8647e17ab4,Computers Accessories,ribeirao preto,SP,4.0
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,b11b7871c2b8be2d11fab954f58542f2,2018-05-11 13:10:51,2018-05-11,2018,5,62.69,1,cf944645d4ff2a3eed3ae17f641ea861,Fashion Underwear Beach,sorocaba,SP,5.0
20e0101b20700188cadb288126949685,48558a50a7ba1aab61891936d2ca7681,42f80af2e6c585667e4eb416859ae153,2018-01-22 19:22:22,2018-01-22,2018,1,105.56,1,64d0feb1bcf9c7fe7b5dad3271c10910,Furniture Decor,jequitai,MG,5.0
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,adeefbe14d26d3bf90facfeaae35d605,2018-05-01 08:12:37,2018-05-01,2018,5,37.38,1,79da264732f717f10ebf5d102aa6c32a,Telephony,sao paulo,SP,4.0
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,7973a6ba9c81ecaeb3d628c33c7c7c48,2017-09-19 22:17:15,2017-09-19,2017,9,76.65,1,7c1bd920dbdf22470b68bde975dd3ccf,Health Beauty,palmas,PR,5.0
86f21bf63784876b9fd6d35f46581d72,332df68ccac2f2f7d9e11299188f8bce,bb7ef994cc22b1fc694ac59fb377b824,2018-04-11 22:32:31,2018-04-11,2018,4,120.84,1,5526b1ae9ab2688cf600783cece249df,Computers Accessories,presidente kubitschek,MG,1.0
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,b6aa1d5781553afaa244c3e42246d93c,2017-12-20 23:45:07,2017-12-20,2017,12,238.69,1,7a10781637204d8d10485c71a6108a2e,Watches Gifts,itajai,SC,4.0
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,4a8c8f751984985cd49f74249da95aae,2018-04-22 23:23:18,2018-04-22,2018,4,772.08,1,20a8603c265d777e25da064113d556f5,Telephony,sao paulo,SP,5.0
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,00b2ca23369b68c4d4105ecea9c0cb93,2018-08-03 08:59:39,2018-08-03,2018,8,103.27,1,a01d1cbb398e386a4a8f8364401a7584,Sports Leisure,alto santo,CE,5.0
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,ca73adc05ad5d0d880de79b5ea3253b3,2018-05-14 08:35:33,2018-05-14,2018,5,23.69,1,43ee88561093499d9e571d4db5f20b79,Furniture Decor,sao paulo,SP,5.0
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,781ae350edb16842380e81d7c7feb431,2017-11-22 11:32:22,2017-11-22,2017,11,101.74,1,f8a8f05a35976a91aed5cccc3992c357,Furniture Decor,rio de janeiro,RJ,1.0
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,5ddb4fdd9cef2450d17ae20639815885,2017-03-30 07:50:33,2017-03-30,2017,3,28.86,1,c1234c80dafde7ef3311b3eabd5069ed,Bed Bath Table,jundiai,SP,5.0
23f553848a03aaab35bb3f9f87725125,c622b892a190735ef81c0087973fa16d,439ced9aafa171a1ac88efa951c7db0a,2018-06-05 09:10:34,2018-06-05,2018,6,117.77,1,cac9e5692471a0700418aa3400b9b2b1,Baby,flor da serra do sul,PR,5.0
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,08de4d9507128e2ad419e26cc4f22b65,2018-08-26 11:04:26,2018-08-26,2018,8,172.14,1,97f1396a5a1f7c07ba51784efdec44b8,Housewares,guaruja,SP,5.0
e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,4f262a3ca91e56d568fd13240c3c3652,2017-05-17 08:36:11,2017-05-17,2017,5,42.59,1,f9a7825fa51f487b8a48f67e9efced8c,Sports Leisure,itanhaem,SP,5.0
